Ausspielung,Datum,Spiel01_Tendenz1,Spiel01_Tendenz0,Spiel01_Tendenz2,Spiel02_Tendenz1,Spiel02_Tendenz0,Spiel02_Tendenz2,Spiel03_Tendenz1,Spiel03_Tendenz0,Spiel03_Tendenz2,Spiel04_Tendenz1,Spiel04_Tendenz0,Spiel04_Tendenz2,Spiel05_Tendenz1,Spiel05_Tendenz0,Spiel05_Tendenz2,Spiel06_Tendenz1,Spiel06_Tendenz0,Spiel06_Tendenz2,Spiel07_Tendenz1,Spiel07_Tendenz0,Spiel07_Tendenz2,Spiel08_Tendenz1,Spiel08_Tendenz0,Spiel08_Tendenz2,Spiel09_Tendenz1,Spiel09_Tendenz0,Spiel09_Tendenz2,Spiel10_Tendenz1,Spiel10_Tendenz0,Spiel10_Tendenz2,Spiel11_Tendenz1,Spiel11_Tendenz0,Spiel11_Tendenz2,Spiel12_Tendenz1,Spiel12_Tendenz0,Spiel12_Tendenz2,Spiel13_Tendenz1,Spiel13_Tendenz0,Spiel13_Tendenz2,Spiel01_Bookie1,Spiel01_Bookie0,Spiel01_Bookie2,Spiel02_Bookie1,Spiel02_Bookie0,Spiel02_Bookie2,Spiel03_Bookie1,Spiel03_Bookie0,Spiel03_Bookie2,Spiel04_Bookie1,Spiel04_Bookie0,Spiel04_Bookie2,Spiel05_Bookie1,Spiel05_Bookie0,Spiel05_Bookie2,Spiel06_Bookie1,Spiel06_Bookie0,Spiel06_Bookie2,Spiel07_Bookie1,Spiel07_Bookie0,Spiel07_Bookie2,Spiel08_Bookie1,Spiel08_Bookie0,Spiel08_Bookie2,Spiel09_Bookie1,Spiel09_Bookie0,Spiel09_Bookie2,Spiel10_Bookie1,Spiel10_Bookie0,Spiel10_Bookie2,Spiel11_Bookie1,Spiel11_Bookie0,Spiel11_Bookie2,Spiel12_Bookie1,Spiel12_Bookie0,Spiel12_Bookie2,Spiel13_Bookie1,Spiel13_Bookie0,Spiel13_Bookie2,Spiel01_Resultat,Spiel02_Resultat,Spiel03_Resultat,Spiel04_Resultat,Spiel05_Resultat,Spiel06_Resultat,Spiel07_Resultat,Spiel08_Resultat,Spiel09_Resultat,Spiel10_Resultat,Spiel11_Resultat,Spiel12_Resultat,Spiel13_Resultat,Spieleinsatz,Anzahl Klasse 1,Quote Klasse 1,Anzahl Klasse 2,Quote Klasse 2,Anzahl Klasse 3,Quote Klasse 3,Anzahl Klasse 4,Quote Klasse 4,Spiel01_Heim,Spiel01_Auswärts,Spiel02_Heim,Spiel02_Auswärts,Spiel03_Heim,Spiel03_Auswärts,Spiel04_Heim,Spiel04_Auswärts,Spiel05_Heim,Spiel05_Auswärts,Spiel06_Heim,Spiel06_Auswärts,Spiel07_Heim,Spiel07_Auswärts,Spiel08_Heim,Spiel08_Auswärts,Spiel09_Heim,Spiel09_Auswärts,Spiel10_Heim,Spiel10_Auswärts,Spiel11_Heim,Spiel11_Auswärts,Spiel12_Heim,Spiel12_Auswärts,Spiel13_Heim,Spiel13_Auswärts,BL,BL2,DFBP,DL_sonstige,ENG,ITA,ESP,Laenderspiele,International_Club,sonstige,Los_01,Los_02,Los_03,Los_04,Los_05,Los_06,Los_07,Los_08,Los_09,Los_10,Los_11,Los_12,Los_13
298,17.04.2010,6,3,1,6,2,2,4,3,3,5,3,2,3,3,4,4,3,3,3,4,3,5,3,2,3,5,2,2,3,5,5,3,2,3,3,4,5,3,2,68.68,20.53,10.79,80.39,13.48,6.13,42.55,28.11,29.34,60.59,24.11,15.3,33.07,27.28,39.65,64.07,22.92,13.01,39.68,29,31.32,39.32,27.85,32.83,40.27,28.37,31.36,51.51,27.05,21.44,26.18,27.75,46.07,23.02,26.76,50.22,59.21,25.22,15.57,1,1,1,0,2,2,1,0,1,2,1,1,0,785042.5,0,180074.5,17,5772.3,322,304.7,3089,31.7,FC Schalke 04,Borussia Mönchengladbach,Bayern München,Hannover 96,VfB Stuttgart,Bayer Leverkusen,Borussia Dortmund,1899 Hoffenheim,VfL Wolfsburg,Werder Bremen,Hamburger SV,1. FSV Mainz 05,SC Freiburg,1. FC Nürnberg,Eintracht Frankfurt,Hertha BSC Berlin,Rot-Weiß Oberhausen,Energie Cottbus,Rot-Weiß Ahlen,Alemannia Aachen,Fortuna Düsseldorf,1860 München,Tottenham Hotspur,Chelsea London,Inter Mailand,Juventus Turin,8,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
299,24.04.2010,2,3,5,3,3,4,5,3,2,2,5,3,3,4,3,5,3,2,2,3,5,3,3,4,5,3,2,3,3,4,4,3,3,3,4,3,3,3,4,14.46,22.25,63.29,25.64,26.51,47.85,72.2,18.26,9.54,29.14,28.34,42.52,42.15,28.97,28.88,74.79,16.34,8.87,39.01,28.81,32.18,34.03,27.61,38.36,50.48,27.42,22.1,29.35,28.44,42.21,40.74,28.16,31.1,47.13,27.1,25.77,11.71,20.85,67.44,0,2,1,2,0,1,1,1,0,0,0,0,2,957187,10,29972.2,160,747.8,1707,70,11221,10.6,Borussia Mönchengladbach,Bayern München,Hertha BSC Berlin,FC Schalke 04,Bayer Leverkusen,Hannover 96,1. FC Nürnberg,Borussia Dortmund,1. FSV Mainz 05,Eintracht Frankfurt,Werder Bremen,1. FC Köln,1899 Hoffenheim,Hamburger SV,SC Freiburg,VfL Wolfsburg,1860 München,Rot-Weiß Oberhausen,FSV Frankfurt,FC Augsburg,Arminia Bielefeld,Fortuna Düsseldorf,Arsenal London,Manchester City,Feyenoord Rotterdam,Ajax Amsterdam,8,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
300,01.05.2010,7,2,1,3,4,3,4,3,3,6,3,1,5,3,2,4,3,3,4,3,3,3,3,4,4,3,3,3,4,3,2,2,6,3,3,4,5,3,2,85.37,10.49,4.14,42.82,27.45,29.73,59.94,23.09,16.97,70.85,18.23,10.92,71.19,18.68,10.13,44.52,27.98,27.5,36.98,27.99,35.03,51.51,25.75,22.74,39.74,28.39,31.87,55.65,25.3,19.05,20.97,26,53.03,28.16,27.99,43.85,61.22,23.17,15.61,1,2,0,0,0,1,2,1,0,0,0,2,1,654046.5,0,81755.8,6,13625.9,141,579.8,1403,58.2,Bayern München,VfL Bochum,FC Schalke 04,Werder Bremen,Borussia Dortmund,VfL Wolfsburg,Bayer Leverkusen,Hertha BSC Berlin,VfB Stuttgart,1. FSV Mainz 05,Hamburger SV,1. FC Nürnberg,Eintracht Frankfurt,1899 Hoffenheim,Hannover 96,Borussia Mönchengladbach,1. FC Köln,SC Freiburg,Hansa Rostock,Energie Cottbus,TuS Koblenz,1. FC Kaiserslautern,SpVgg Greuther Fürth,FC St. Pauli,FC Augsburg,1860 München,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,08.05.2010,2,2,6,2,3,5,3,4,3,5,3,2,2,3,5,3,3,4,4,3,3,3,4,3,4,3,3,4,3,3,3,4,3,5,3,2,6,3,1,19.45,24.18,56.37,31.37,27.99,40.64,21.9,24.04,54.06,59.15,22.91,17.94,24.81,26.21,48.98,34.8,27.44,37.76,39.51,26.95,33.54,60.92,22.41,16.67,59.21,22.12,18.67,59.88,23.35,16.77,40.51,26.85,32.64,66.42,21.12,12.46,61.14,22.63,16.23,2,0,0,0,1,0,2,1,1,0,1,0,2,803856.5,0,182237.8,12,8373.5,139,722.8,1269,79.1,Hertha BSC Berlin,Bayern München,1. FSV Mainz 05,FC Schalke 04,Borussia Mönchengladbach,Bayer Leverkusen,Werder Bremen,Hamburger SV,SC Freiburg,Borussia Dortmund,1899 Hoffenheim,VfB Stuttgart,VfL Bochum,Hannover 96,1. FC Nürnberg,1. FC Köln,VfL Wolfsburg,Eintracht Frankfurt,1. FC Kaiserslautern,FC Augsburg,Fortuna Düsseldorf,Hansa Rostock,FSV Frankfurt,TuS Koblenz,FC St. Pauli,SC Paderborn,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,15.05.2010,3,3,4,6,2,2,6,2,2,3,4,3,1,2,7,2,3,5,2,3,5,3,4,3,3,3,4,6,2,2,6,2,2,2,3,5,2,3,5,25.18,27.16,47.66,81.71,11.62,6.67,80.17,13.1,6.73,44.38,33.69,21.93,4.57,10.89,84.54,11.35,19.85,68.8,16.23,24.47,59.3,47.99,27.95,24.06,21.1,23.6,55.3,90.04,6.83,3.13,45.96,26.43,27.61,24.66,26.4,48.94,11.1,17.07,71.83,2,1,1,1,2,2,2,1,2,1,1,0,0,926288,393,758.3,6995,16.5,50194,2.3,178682,0.6,Werder Bremen,Bayern München,FCR Duisburg (F),FF USV Jena (F),Chelsea London,FC Portsmouth,Lazio Rom,Udinese Calcio,AC Siena,Inter Mailand,AC Chievo Verona,AS Rom,Atalanta Bergamo,US Palermo,AC Mailand,Juventus Turin,Atletico Madrid,CF Getafe,FC Barcelona,Real Valladolid,FC Valencia,CD Teneriffa,Real Saragossa,FC Villarreal,FC Malaga,Real Madrid,0,0,1,1,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,22.05.2010,3,4,3,5,3,2,3,3,4,2,3,5,4,3,3,3,4,3,4,3,3,4,3,3,4,3,3,3,3,4,5,3,2,6,2,2,2,3,5,30.9,29.54,39.56,70.97,19.23,9.8,43.08,28.81,28.11,34.79,28.16,37.05,45.95,28.14,25.91,55.13,25.36,19.51,53.25,26.62,20.13,56.11,25.6,18.29,45.34,27.78,26.88,49.89,26.94,23.17,49.72,27.62,22.66,60.27,24.36,15.37,28.83,27.86,43.31,2,1,2,2,1,1,1,1,2,1,1,1,0,310841.5,123,315.8,2086,18.6,13169,2.9,45526,0.8,Bayern München,Inter Mailand,Australien,Neuseeland,Japan,Südkorea,Atletico Goianiense,FC Santos,Palmeiras Sao Paulo,Gremio Porto Alegre,Botafogo RJ,Goias EC Goiania,Corinthians Sao Paulo,Fluminense Rio de Janeiro,Atletico Mineiro,Atletico Paranaense,Internacional Porto Alegre,FC Sao Paulo,Ceara SC Fortaleza,Vitoria Bahia,Avai FC Florianopolis,Vasco da Gama,Flamengo Rio de Janeiro,Gremio Barueri,Guarani FC Campinas,Cruzeiro Belo Horizonte,0,0,0,0,0,0,0,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
304,29.05.2010,2,3,5,1,2,7,6,2,2,7,2,1,4,4,2,4,3,3,3,5,2,3,4,3,4,3,3,4,3,3,5,3,2,4,3,3,6,3,1,14.08,23.72,62.2,9.43,18.97,71.6,74.82,16.93,8.25,84.61,11.03,4.36,50.34,27.41,22.25,54.45,26.14,19.41,61.97,23.74,14.29,51.8,26.81,21.39,49.42,27.6,22.98,28.29,28.82,42.89,48.02,27.32,24.66,58.12,25.15,16.73,56.99,25.41,17.6,2,1,1,1,2,0,1,1,1,1,0,0,0,316548,0,39568.5,9,4396.5,143,276.7,1501,26.3,Ungarn,Deutschland,Neuseeland,Serbien,England,Japan,Spanien,Saudi-Arabien,Südkorea,Weißrussland,Polen,Finnland,Norwegen,Montenegro,Schweden,Bosnien-Herzegowina,Ukraine,Rumänien,Verein. Arabische Emirate,Moldawien,Flamengo Rio de Janeiro,Gremio Porto Alegre,Palmeiras Sao Paulo,Gremio Barueri,Avai FC Florianopolis,Vitoria Bahia,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
305,05.06.2010,2,5,3,6,2,2,4,3,3,4,3,3,5,3,2,4,3,3,3,4,3,4,3,3,4,4,2,5,3,2,5,3,2,3,5,2,4,3,3,28.84,29.58,41.58,80.12,13.81,6.07,39.6,28.61,31.79,47.33,28.06,24.61,55.63,26.23,18.14,47.72,27.66,24.62,39.58,28.29,32.13,44.63,28.59,26.78,50.84,27.15,22.01,38.34,28.6,33.06,55.33,25.65,19.02,53.11,26.48,20.41,51.8,27.36,20.84,0,1,1,1,1,1,1,1,1,2,2,1,1,378484.5,11,7898,537,88.1,7238,6.5,35340,1.3,Schweiz,Italien,Niederlande,Ungarn,USA,Australien,Serbien,Kamerun,Ghana,Lettland,Slowakei,Costa Rica,Südafrika,Dänemark,Rumänien,Honduras,Algerien,Verein. Arabische Emirate,Avai FC Florianopolis,Fluminense Rio de Janeiro,Flamengo Rio de Janeiro,Goias EC Goiania,Vitoria Bahia,Atletico Paranaense,Los Angeles Galaxy,Houston Dynamo,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
306,12.06.2010,6,3,1,4,3,3,3,4,3,2,5,3,3,4,3,6,3,1,5,3,2,5,3,2,3,3,4,5,3,2,3,3,4,3,4,3,6,2,2,62.15,24.54,13.31,46.63,29.4,23.97,32.26,30.38,37.36,26.85,30,43.15,35.05,31.75,33.2,67.42,21.6,10.98,62.73,23.5,13.77,62.57,23.8,13.63,26.04,30.2,43.76,44.34,31.12,24.54,12.54,24.43,63.03,25.32,29.7,44.98,86.77,10.03,3.2,1,2,0,0,1,1,0,1,1,0,0,0,1,435925,2,27245.3,60,908.1,831,65.5,5885,9.2,Deutschland,Australien,Serbien,Ghana,Südafrika,Mexiko,Uruguay,Frankreich,Südkorea,Griechenland,Argentinien,Nigeria,England,USA,Niederlande,Dänemark,Japan,Kamerun,Italien,Paraguay,Neuseeland,Slowakei,Elfenbeinküste,Portugal,Brasilien,Nordkorea,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,19.06.2010,4,3,3,4,3,3,3,4,3,5,3,2,2,3,5,2,3,5,5,3,2,5,3,2,4,3,3,5,3,2,4,3,3,6,3,1,3,4,3,58.27,25.31,16.42,41.42,29.88,28.7,25.62,48.34,26.04,44.95,27.69,27.36,12.77,23.02,64.21,25.71,29.66,44.63,77.31,16.02,6.67,66.14,22.9,10.96,33.11,29.59,37.3,78.2,16.02,5.78,54.68,27.5,17.82,84.74,11.12,4.14,44.11,29.96,25.93,2,0,2,2,2,0,0,1,2,0,1,1,1,453639,0,56704.8,3,18901.6,38,1492.2,628,90.2,Deutschland,Serbien,Ghana,Australien,Mexiko,Uruguay,Frankreich,Südafrika,Griechenland,Argentinien,Slowenien,USA,England,Algerien,Niederlande,Japan,Kamerun,Dänemark,Italien,Neuseeland,Brasilien,Elfenbeinküste,Spanien,Honduras,Chile,Schweiz,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,26.06.2010,2,3,5,2,3,5,4,3,3,2,3,5,4,3,3,4,3,3,4,3,3,4,3,3,5,3,2,5,3,2,4,3,3,3,3,4,2,3,5,26.95,32.62,40.43,10.44,19.41,70.15,61.33,24.03,14.64,13.83,23.08,63.09,31.93,31.6,36.47,58.94,25.63,15.43,51.66,28.65,19.69,39.25,30.72,30.03,68.08,21.51,10.41,43.56,30.4,26.04,57.96,25.3,16.74,34.09,28.46,37.45,43.43,28.63,27.94,0,2,0,2,1,1,1,0,1,0,0,0,2,371112.5,6,17182.3,192,241.6,2046,22.6,11630,3.9,Portugal,Brasilien,Nordkorea,Elfenbeinküste,Schweiz,Honduras,Chile,Spanien,Deutschland,England,Argentinien,Mexiko,Uruguay,Südkorea,USA,Ghana,Niederlande,Slowakei,Paraguay,Japan,Real Salt Lake,San Jose Earthquakes,Toronto FC,Los Angeles Galaxy,Kansas City Wizards,NY Red Bulls,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
309,03.07.2010,3,4,3,3,4,3,3,4,3,3,4,3,5,3,2,5,3,2,4,3,3,5,3,2,4,3,3,7,2,1,4,3,3,3,4,3,3,4,3,23.21,28.96,47.83,49.91,28.94,21.15,41.1,29.08,29.82,10.68,22.29,67.03,64.41,23.11,12.48,54.07,26.64,19.29,53.47,26.73,19.8,51.71,26.93,21.36,49.34,27.26,23.4,81.15,12.49,6.36,59.24,24.26,16.5,49.36,26.22,24.42,47.06,26.36,26.58,1,0,2,2,1,1,1,0,0,1,2,1,1,320139,2,20008.6,63,635.1,824,48.5,6627,6,Niederlande,Brasilien,Uruguay,Ghana,Argentinien,Deutschland,Paraguay,Spanien,Real Salt Lake,New England Revolution,Columbus Crew,Chicago Fire,FC Dallas,Kansas City Wizards,San Jose Earthquakes,Washington D.C. United,CD Chivas USA,Philadelphia Union,Rosenborg Trondheim,Sandefjord Fotball,Tromsö IL,Aalesund FK,Viking Stavanger,Odd Grenland,Haugesund FK,IK Start Kristiansand,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
310,10.07.2010,3,4,3,3,4,3,3,4,3,2,3,5,5,3,2,2,2,6,4,3,3,2,3,5,3,3,4,5,3,2,4,3,3,4,3,3,2,3,5,25.08,28.22,46.7,24.28,26.01,49.71,39.66,28.78,31.56,43.24,27.98,28.78,56.32,26.14,17.54,21.77,26.99,51.24,44.76,27.95,27.29,39.28,28.29,32.43,28.14,27.06,44.8,44.11,27.35,28.54,43.54,27.8,28.66,41.94,27.3,30.76,35.81,27.82,36.37,0,2,1,2,0,1,2,0,2,0,2,0,2,281229,0,35153.6,0,35153.6,10,3515.3,120,292.9,Niederlande,Spanien,Uruguay,Deutschland,Toronto FC,Colorado Rapids,Philadelphia Union,San Jose Earthquakes,NY Red Bulls,Washington D.C. United,New England Revolution,Los Angeles Galaxy,Kansas City Wizards,CD Chivas USA,Houston Dynamo,Columbus Crew,Lilleström SK,Rosenborg Trondheim,Aalesund FK,Molde FK,Stabaek IF,Viking Stavanger,Haugesund FK,Brann Bergen,Kongsvinger IL,Strömsgodset IF,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
311,17.07.2010,5,3,2,2,3,5,2,2,6,4,3,3,2,3,5,5,3,2,1,3,6,2,3,5,4,3,3,3,3,4,4,3,3,3,3,4,5,3,2,70.64,19.26,10.1,23.47,26.67,49.86,16.98,24.12,58.9,50.92,26.34,22.74,32.7,28.34,38.96,55.99,25.23,18.78,24.67,26.76,48.57,31.7,27.94,40.36,54.42,25.53,20.05,41.31,28.26,30.43,48.77,27.23,24,41.07,28.23,30.7,55.24,26.35,18.41,1,1,0,1,2,0,0,2,1,1,1,1,0,383750,0,83122.3,10,8312.2,156,307.4,1243,38.5,Austria Wien,SV Mattersburg,FC Wacker Innsbruck,Rapid Wien,Kapfenberger SV,RB Salzburg,SC Wiener Neustadt,LASK Linz,SV Ried,Sturm Graz,Grasshopper Zürich,Neuchatel Xamax,FC Thun,Young Boys Bern,AC Bellinzona,FC Sion,FC Luzern,FC St. Gallen,Philadelphia Union,Toronto FC,Columbus Crew,NY Red Bulls,FC Dallas,Real Salt Lake,Colorado Rapids,Kansas City Wizards,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
312,24.07.2010,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,6,2,2,4,3,3,3,4,3,2,3,5,5,3,2,6,2,2,2,3,5,4,3,3,51.07,26.81,22.12,35.94,28.41,35.65,45.03,27.82,27.15,39.15,27.94,32.91,48.5,27.63,23.87,52.04,26.78,21.18,39.69,27.97,32.34,40.39,28.05,31.56,43.74,27.91,28.35,65.56,21.9,12.54,53.15,27.05,19.8,20.79,26.2,53.01,40.26,28.41,31.33,1,2,2,2,0,1,1,1,1,1,1,2,2,415987.5,2,67560.3,37,1405.3,558,93.1,4008,12.9,Eintracht Braunschweig,Dynamo Dresden,Wacker Burghausen,SV Sandhausen,SpVgg Unterhaching,SV Wehen Wiesbaden,Werder Bremen II,Jahn Regensburg,TuS Koblenz,Rot-Weiß Ahlen,Hansa Rostock,VfR Aalen,Carl Zeiss Jena,1. FC Heidenheim,VfB Stuttgart II,Rot-Weiß Erfurt,SV Babelsberg 03,Bayern München II,Sturm Graz,Kapfenberger SV,RB Salzburg,FC Wacker Innsbruck,LASK Linz,Austria Wien,SV Mattersburg,SV Ried,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0
313,31.07.2010,3,3,4,2,3,5,4,3,3,3,4,3,5,3,2,3,3,4,2,5,3,4,3,3,4,3,3,3,3,4,4,3,3,3,4,3,2,3,5,28.5,28.41,43.09,34.45,28.43,37.12,49.52,27.12,23.36,43.12,28,28.88,45.15,27.92,26.93,40.79,28.16,31.05,44.06,28.18,27.76,42.5,28.16,29.34,51.39,27.16,21.45,35.7,28.46,35.84,53.26,25.73,21.01,35.07,28.62,36.31,34.82,28.55,36.63,2,2,0,1,0,2,1,0,1,2,2,1,0,341990.5,0,42748.8,2,21374.4,65,657.6,671,63.7,1. FC Saarbrücken,Eintracht Braunschweig,VfR Aalen,TuS Koblenz,Rot-Weiß Ahlen,Werder Bremen II,Jahn Regensburg,SpVgg Unterhaching,Bayern München II,Wacker Burghausen,SV Sandhausen,Kickers Offenbach,Dynamo Dresden,Carl Zeiss Jena,1. FC Heidenheim,VfB Stuttgart II,SV Wehen Wiesbaden,SV Babelsberg 03,Rot-Weiß Erfurt,Hansa Rostock,Ajax Amsterdam,FC Twente Enschede,Rapid Wien,RB Salzburg,SC Wiener Neustadt,Austria Wien,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
314,07.08.2010,4,3,3,4,3,3,3,4,3,2,3,5,5,3,2,4,3,3,2,3,5,3,3,4,2,3,5,3,4,3,4,3,3,2,3,5,3,4,3,38.02,28.37,33.61,41.08,28.85,30.07,38.16,29.24,32.6,35.1,28.24,36.66,49.95,27.55,22.5,53.56,26.47,19.97,33.52,28.31,38.17,50.25,27.07,22.68,35.69,28.34,35.97,42.66,28.22,29.12,47.35,27.47,25.18,38.23,28.44,33.33,49.35,27.43,23.22,1,2,2,1,2,1,2,2,2,0,1,0,1,399818.5,0,92726.1,13,3844.4,170,293.9,1344,37.1,Bayern München,FC Schalke 04,Benfica Lissabon,FC Porto,Chelsea London,Manchester United,Bayern München II,Eintracht Braunschweig,Rot-Weiß Ahlen,SV Babelsberg 03,Jahn Regensburg,Wacker Burghausen,SV Wehen Wiesbaden,Kickers Offenbach,SV Sandhausen,Carl Zeiss Jena,1. FC Saarbrücken,1. FC Heidenheim,Dynamo Dresden,VfB Stuttgart II,Rot-Weiß Erfurt,Werder Bremen II,VfR Aalen,SpVgg Unterhaching,Hansa Rostock,TuS Koblenz,0,0,0,11,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
315,14.08.2010,2,3,5,6,3,1,5,3,2,4,3,3,6,2,2,3,4,3,6,3,1,5,3,2,3,4,3,3,4,3,3,4,3,4,3,3,2,5,3,35.09,28.45,36.46,80.68,13.51,5.81,64.23,22.29,13.48,57.2,25.09,17.71,79.93,13.64,6.43,42.04,29.07,28.89,81.5,13.26,5.24,49.2,28.05,22.75,32.3,29.02,38.68,42.97,28.86,28.17,44.55,28.75,26.7,54,26.39,19.61,39.64,29.45,30.91,1,1,0,0,1,0,1,1,1,0,0,2,1,507196,3,52041.8,33,1921.1,519,122.1,4504,14,FC Sevilla,FC Barcelona,Ajax Amsterdam,Vitesse Arnheim,FC Twente Enschede,SC Heerenveen,AZ Alkmaar,FC Groningen,PSV Eindhoven,De Graafschap,FC Liverpool,Arsenal London,Chelsea London,West Bromwich Albion,Aston Villa,West Ham United,Blackburn Rovers,FC Everton,Bolton Wanderers,FC Fulham,AFC Sunderland,Birmingham City,Wigan Athletic,FC Blackpool,Wolverhampton Wand.,Stoke City,0,0,0,0,8,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
316,21.08.2010,3,4,3,3,4,3,3,3,4,5,3,2,4,3,3,4,3,3,3,4,3,3,3,4,3,5,2,3,4,3,3,3,4,4,3,3,5,3,2,42.78,28.13,29.09,40.7,28.2,31.1,35.07,28.21,36.72,49.21,27.59,23.2,42.93,28.54,28.53,44.06,27.89,28.05,35.56,28.6,35.84,30.73,28.3,40.97,43.58,28.04,28.38,41.89,28.09,30.02,37.32,28.54,34.14,50.71,27.3,21.99,73.83,16.91,9.26,1,2,1,0,2,2,1,1,1,1,2,1,1,495562.5,1,61945.3,26,2382.5,340,182.1,2468,25,Hamburger SV,FC Schalke 04,Borussia Dortmund,Bayer Leverkusen,1899 Hoffenheim,Werder Bremen,Borussia Mönchengladbach,1. FC Nürnberg,1. FC Köln,1. FC Kaiserslautern,SC Freiburg,FC St. Pauli,Hannover 96,Eintracht Frankfurt,1. FSV Mainz 05,VfB Stuttgart,Energie Cottbus,Fortuna Düsseldorf,SpVgg Greuther Fürth,Karlsruher SC,VfL Osnabrück,MSV Duisburg,Inter Mailand,AS Rom,FC Barcelona,FC Sevilla,8,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,28.08.2010,6,3,1,4,3,3,5,3,2,5,3,2,3,4,3,3,5,2,3,3,4,4,3,3,3,4,3,4,3,3,4,3,3,6,3,1,6,2,2,67.82,20.65,11.53,38.52,28.63,32.85,67.15,20.47,12.38,60.35,23.38,16.27,29.51,28.1,42.39,47.96,28,24.04,30.71,27.79,41.5,67.39,20.77,11.84,39.11,28.19,32.7,55.86,25.25,18.89,41.08,28.14,30.78,84.55,11.39,4.06,82.87,12.6,4.53,2,2,1,2,2,2,2,2,2,1,1,1,1,573241.5,1,71655.1,20,3582.7,311,230.4,2822,25.3,FC Schalke 04,Hannover 96,VfB Stuttgart,Borussia Dortmund,Werder Bremen,1. FC Köln,VfL Wolfsburg,1. FSV Mainz 05,Eintracht Frankfurt,Hamburger SV,1. FC Nürnberg,SC Freiburg,FC St. Pauli,1899 Hoffenheim,Bayer Leverkusen,Borussia Mönchengladbach,Arminia Bielefeld,Energie Cottbus,1860 München,VfL Osnabrück,Karlsruher SC,Alemannia Aachen,Chelsea London,Stoke City,Manchester United,West Ham United,8,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,04.09.2010,2,3,5,7,2,1,2,3,5,5,3,2,5,3,2,4,3,3,4,3,3,3,3,4,6,2,2,4,3,3,5,3,2,3,3,4,2,3,5,16.7,25.05,58.25,92.6,5.6,1.8,10.04,19.5,70.46,57.23,25.56,17.21,74.51,17.68,7.81,59.72,25.18,15.1,56.69,26.19,17.12,31.47,29.39,39.14,83.43,12.19,4.38,59.94,25.24,14.82,73.07,18.41,8.52,23.62,28.79,47.59,30.52,29.18,40.3,2,1,2,1,1,2,0,2,1,0,1,2,1,385901,41,1176.5,1085,44.4,12261,3.9,58046,0.8,Belgien,Deutschland,Deutschland,Aserbaidschan,Kasachstan,Türkei,Türkei,Belgien,Österreich,Kasachstan,Russland,Slowakei,Serbien,Slowenien,Bosnien-Herzegowina,Frankreich,Niederlande,Finnland,Kroatien,Griechenland,England,Bulgarien,Schweiz,England,Norwegen,Portugal,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
