Ausspielung,Datum,Spiel01_Tendenz1,Spiel01_Tendenz0,Spiel01_Tendenz2,Spiel02_Tendenz1,Spiel02_Tendenz0,Spiel02_Tendenz2,Spiel03_Tendenz1,Spiel03_Tendenz0,Spiel03_Tendenz2,Spiel04_Tendenz1,Spiel04_Tendenz0,Spiel04_Tendenz2,Spiel05_Tendenz1,Spiel05_Tendenz0,Spiel05_Tendenz2,Spiel06_Tendenz1,Spiel06_Tendenz0,Spiel06_Tendenz2,Spiel07_Tendenz1,Spiel07_Tendenz0,Spiel07_Tendenz2,Spiel08_Tendenz1,Spiel08_Tendenz0,Spiel08_Tendenz2,Spiel09_Tendenz1,Spiel09_Tendenz0,Spiel09_Tendenz2,Spiel10_Tendenz1,Spiel10_Tendenz0,Spiel10_Tendenz2,Spiel11_Tendenz1,Spiel11_Tendenz0,Spiel11_Tendenz2,Spiel12_Tendenz1,Spiel12_Tendenz0,Spiel12_Tendenz2,Spiel13_Tendenz1,Spiel13_Tendenz0,Spiel13_Tendenz2,Spiel01_Bookie1,Spiel01_Bookie0,Spiel01_Bookie2,Spiel02_Bookie1,Spiel02_Bookie0,Spiel02_Bookie2,Spiel03_Bookie1,Spiel03_Bookie0,Spiel03_Bookie2,Spiel04_Bookie1,Spiel04_Bookie0,Spiel04_Bookie2,Spiel05_Bookie1,Spiel05_Bookie0,Spiel05_Bookie2,Spiel06_Bookie1,Spiel06_Bookie0,Spiel06_Bookie2,Spiel07_Bookie1,Spiel07_Bookie0,Spiel07_Bookie2,Spiel08_Bookie1,Spiel08_Bookie0,Spiel08_Bookie2,Spiel09_Bookie1,Spiel09_Bookie0,Spiel09_Bookie2,Spiel10_Bookie1,Spiel10_Bookie0,Spiel10_Bookie2,Spiel11_Bookie1,Spiel11_Bookie0,Spiel11_Bookie2,Spiel12_Bookie1,Spiel12_Bookie0,Spiel12_Bookie2,Spiel13_Bookie1,Spiel13_Bookie0,Spiel13_Bookie2,Spiel01_Resultat,Spiel02_Resultat,Spiel03_Resultat,Spiel04_Resultat,Spiel05_Resultat,Spiel06_Resultat,Spiel07_Resultat,Spiel08_Resultat,Spiel09_Resultat,Spiel10_Resultat,Spiel11_Resultat,Spiel12_Resultat,Spiel13_Resultat,Spieleinsatz,Anzahl Klasse 1,Quote Klasse 1,Anzahl Klasse 2,Quote Klasse 2,Anzahl Klasse 3,Quote Klasse 3,Anzahl Klasse 4,Quote Klasse 4,Spiel01_Heim,Spiel01_Auswärts,Spiel02_Heim,Spiel02_Auswärts,Spiel03_Heim,Spiel03_Auswärts,Spiel04_Heim,Spiel04_Auswärts,Spiel05_Heim,Spiel05_Auswärts,Spiel06_Heim,Spiel06_Auswärts,Spiel07_Heim,Spiel07_Auswärts,Spiel08_Heim,Spiel08_Auswärts,Spiel09_Heim,Spiel09_Auswärts,Spiel10_Heim,Spiel10_Auswärts,Spiel11_Heim,Spiel11_Auswärts,Spiel12_Heim,Spiel12_Auswärts,Spiel13_Heim,Spiel13_Auswärts,BL,BL2,DFBP,DL_sonstige,ENG,ITA,ESP,Laenderspiele,International_Club,sonstige,Los_01,Los_02,Los_03,Los_04,Los_05,Los_06,Los_07,Los_08,Los_09,Los_10,Los_11,Los_12,Los_13
534,25.10.2014,2,4,4,4,4,2,3,4,3,4,4,2,4,4,2,4,3,3,6,2,2,3,4,3,3,4,3,4,4,2,4,3,3,3,4,3,2,2,6,12.14,22.71,65.15,55.02,24.7,20.28,75.08,17.07,7.85,50.05,26.8,23.15,59.19,24.15,16.66,42.41,28.58,29.01,40.54,27.5,31.96,56.46,24.83,18.71,35.34,28.98,35.68,55.61,25.4,18.99,43.31,28.21,28.48,22.79,28.56,48.65,33.71,28.56,37.73,0,1,2,1,1,1,2,1,2,1,0,0,0,507707,0,106618.4,13,4686.5,342,178.1,3215,23.6,Borussia Mönchengladbach,Bayern München,Bayer Leverkusen,FC Schalke 04,Borussia Dortmund,Hannover 96,FC Augsburg,SC Freiburg,1899 Hoffenheim,SC Paderborn,Hertha BSC Berlin,Hamburger SV,Eintracht Frankfurt,VfB Stuttgart,VfL Wolfsburg,1. FSV Mainz 05,1860 München,Eintracht Braunschweig,FC Ingolstadt 04,1. FC Heidenheim,SV Sandhausen,Erzgebirge Aue,Sampdoria Genua,AS Rom,Manchester United,Chelsea London,8,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,01.11.2014,6,3,1,4,3,3,6,2,2,3,4,3,2,3,5,2,3,5,4,4,2,4,4,2,3,4,3,3,4,3,4,4,2,4,4,2,3,4,3,63.36,21.46,15.18,48.46,26.93,24.61,54.59,24.85,20.56,40.6,27.36,32.04,30.63,27.73,41.64,25.66,26.71,47.63,49.49,27.49,23.02,36.23,29.18,34.59,54.74,25.89,19.37,44.9,27.59,27.51,49.46,26.62,23.92,51.34,25.87,22.79,26.44,27.96,45.6,1,1,2,1,2,1,2,1,1,0,2,1,2,592159.5,2,115485.9,66,1076.6,754,94.2,5184,17.1,Bayern München,Borussia Dortmund,Borussia Mönchengladbach,1899 Hoffenheim,1. FSV Mainz 05,Werder Bremen,Hannover 96,Eintracht Frankfurt,VfB Stuttgart,VfL Wolfsburg,Hamburger SV,Bayer Leverkusen,1. FC Köln,SC Freiburg,SC Paderborn,Hertha BSC Berlin,Eintracht Braunschweig,VfR Aalen,FSV Frankfurt,Erzgebirge Aue,VfL Bochum,1860 München,Manchester City,Manchester United,Aston Villa,Tottenham Hotspur,8,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,08.11.2014,2,2,6,2,2,6,4,3,3,3,4,3,4,4,2,2,4,4,2,4,4,6,2,2,3,4,3,6,3,1,3,3,4,3,4,3,3,4,3,59.34,22.51,18.15,7.34,14.55,78.11,62.55,22.33,15.12,53.7,26.53,19.77,51.72,26.17,22.11,32.14,28.63,39.23,35.37,27.81,36.82,59.22,23.26,17.52,42.51,29.11,28.38,59.57,24.63,15.8,32.11,29.76,38.13,27.05,28.59,44.36,56.94,25.76,17.3,1,2,0,1,2,1,1,1,2,0,2,1,2,560341,0,117671.6,4,16810.2,110,611.2,957,87.8,Borussia Dortmund,Borussia Mönchengladbach,Eintracht Frankfurt,Bayern München,Bayer Leverkusen,1. FSV Mainz 05,FC Augsburg,SC Paderborn,1899 Hoffenheim,1. FC Köln,SC Freiburg,FC Schalke 04,Werder Bremen,VfB Stuttgart,VfL Wolfsburg,Hamburger SV,SpVgg Greuther Fürth,Karlsruher SC,FC Ingolstadt 04,1. FC Union Berlin,Erzgebirge Aue,Eintracht Braunschweig,Swansea City,Arsenal London,Tottenham Hotspur,Stoke City,8,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,15.11.2014,3,4,3,3,4,3,4,3,3,3,3,4,3,4,3,4,3,3,4,3,3,4,3,3,3,4,3,3,3,4,4,3,3,2,4,4,5,3,2,42.92,27.91,29.17,43.6,29.38,27.02,70.64,21.02,8.34,33.55,30.13,36.32,30.11,29.13,40.76,73.58,19.38,7.04,72.19,19.2,8.61,33.87,29.63,36.5,53.47,26.93,19.6,25.76,28.03,46.21,40.53,29.32,30.15,39.08,28.91,32.01,56.06,26.02,17.92,2,0,1,1,0,2,0,1,1,2,1,0,1,451485.5,1,212483.5,11,4925.2,297,182.4,2890,23.4,Spanien,Deutschland,Italien,Kroatien,England,Slowenien,Österreich,Russland,Montenegro,Schweden,Moldawien,Liechtenstein,Belgien,Wales,Israel,Bosnien+Herzegowina,Tschechien,Island,Schottland,England,Rumänien,Dänemark,Polen,Schweiz,Slowakei,Finnland,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,22.11.2014,6,2,2,2,3,5,5,3,2,4,4,2,3,4,3,3,3,4,4,4,2,3,4,3,3,4,3,1,3,6,5,3,2,5,3,2,3,4,3,83.33,11.41,5.26,32.55,28.55,38.9,65.04,20.23,14.73,45.77,28.01,26.22,25.29,26.76,47.95,13.76,20.24,66,44.47,28.9,26.63,49.48,26.56,23.96,38.02,28.76,33.22,28.6,28.43,42.97,59.62,25.16,15.22,56.29,25.88,17.83,42.38,27.77,29.85,1,1,2,0,2,0,2,1,2,1,1,1,2,590658.5,0,124038.2,10,7087.9,187,379,1594,55.5,Bayern München,1899 Hoffenheim,FC Schalke 04,VfL Wolfsburg,Borussia Mönchengladbach,Eintracht Frankfurt,1. FSV Mainz 05,SC Freiburg,Hannover 96,Bayer Leverkusen,SC Paderborn,Borussia Dortmund,1. FC Köln,Hertha BSC Berlin,Hamburger SV,Werder Bremen,VfB Stuttgart,FC Augsburg,1. FC Nürnberg,FC Ingolstadt 04,Karlsruher SC,Erzgebirge Aue,RB Leipzig,FC St. Pauli,Arsenal London,Manchester United,9,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,29.11.2014,3,4,3,4,3,3,4,4,2,5,3,2,1,2,7,3,4,3,3,4,3,3,3,4,3,4,3,2,3,5,2,4,4,3,4,3,3,4,3,49.1,26.2,24.7,49.03,26.48,24.49,63.03,22.39,14.58,49.31,27.3,23.39,6.44,14.16,79.4,43.14,27.93,28.93,54.14,25.4,20.46,17.62,22.11,60.27,47.78,26.69,25.53,23.98,27.29,48.73,24.59,28.28,47.13,29.3,28.54,42.16,57.89,24.66,17.45,1,1,1,1,2,1,1,1,2,2,0,2,1,680197.5,55,4852.3,1255,65,11173,7.3,52371,1.9,VfL Wolfsburg,Borussia Mönchengladbach,FC Schalke 04,1. FSV Mainz 05,Bayer Leverkusen,1. FC Köln,FC Augsburg,Hamburger SV,Hertha BSC Berlin,Bayern München,Werder Bremen,SC Paderborn,1899 Hoffenheim,Hannover 96,Eintracht Frankfurt,Borussia Dortmund,1860 München,FSV Frankfurt,FC St. Pauli,1. FC Kaiserslautern,SV Sandhausen,RB Leipzig,FC Southampton,Manchester City,FC Liverpool,Stoke City,8,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,06.12.2014,6,2,2,2,4,4,5,3,2,2,3,5,3,4,3,4,4,2,3,3,4,4,4,2,4,3,3,3,4,3,3,3,4,3,3,4,4,3,3,75.74,16.41,7.85,25.26,26.23,48.51,57.67,25.56,16.77,41.97,27.87,30.16,35.91,29.65,34.44,39.04,28.31,32.65,45.65,26.9,27.45,46.96,26.73,26.31,47.31,27.89,24.8,47.11,27.01,25.88,35.23,30.53,34.24,24.32,27.35,48.33,40.11,28.83,31.06,1,2,1,2,2,0,1,1,1,1,2,1,1,543194,15,7604.7,363,179.5,3913,16.6,21179,3.8,Bayern München,Bayer Leverkusen,Hannover 96,VfL Wolfsburg,Borussia Mönchengladbach,Hertha BSC Berlin,VfB Stuttgart,FC Schalke 04,1. FC Köln,FC Augsburg,SC Paderborn,SC Freiburg,Hamburger SV,1. FSV Mainz 05,Eintracht Frankfurt,Werder Bremen,Karlsruher SC,Eintracht Braunschweig,1. FC Union Berlin,FSV Frankfurt,RB Leipzig,FC Ingolstadt 04,Stoke City,Arsenal London,West Ham United,Swansea City,8,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,13.12.2014,4,3,3,2,2,6,4,4,2,3,4,3,3,3,4,4,3,3,4,3,3,6,2,2,1,3,6,4,4,2,3,3,4,4,4,2,4,3,3,54.85,24.68,20.47,9.68,18.78,71.54,51.16,26.2,22.64,16.6,24.36,59.04,38.63,27.98,33.39,39.68,28.52,31.8,41.5,27.53,30.97,67.5,19.36,13.14,34.3,29.49,36.21,40.68,29.8,29.52,35.2,30.17,34.63,51.42,26.44,22.14,65.88,21.08,13.04,0,2,2,1,0,0,0,0,2,1,2,1,1,565209,0,118693.8,3,22608.3,76,892.4,1013,83.6,Bayer Leverkusen,Borussia Mönchengladbach,FC Augsburg,Bayern München,FC Schalke 04,1. FC Köln,Hertha BSC Berlin,Borussia Dortmund,Werder Bremen,Hannover 96,SC Freiburg,Hamburger SV,1. FSV Mainz 05,VfB Stuttgart,VfL Wolfsburg,SC Paderborn,FC St. Pauli,SV Darmstadt 98,FC Ingolstadt 04,1. FC Kaiserslautern,VfR Aalen,1. FC Nürnberg,Manchester United,FC Liverpool,Arsenal London,Newcastle United,8,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,20.12.2014,6,2,2,5,3,2,5,3,2,4,3,3,3,3,4,3,4,3,3,3,4,2,3,5,5,3,2,5,3,2,2,4,4,3,3,4,5,3,2,63.77,22.55,13.68,66.7,19.78,13.52,51.69,26.39,21.92,37.84,29.28,32.88,16.39,22.14,61.47,50.44,25.92,23.64,37.42,28.65,33.93,38.92,27.96,33.12,69.84,19.62,10.54,53.37,26.46,20.17,30.73,30.29,38.98,35.21,27.73,37.06,48.49,27.65,23.86,1,0,0,1,1,0,2,0,1,0,0,0,2,668243.5,0,259024.9,5,16037.8,59,1359.1,637,157.3,VfL Wolfsburg,1. FC Köln,Bayer Leverkusen,Eintracht Frankfurt,FC Schalke 04,Hamburger SV,FC Augsburg,Borussia Mönchengladbach,Werder Bremen,Borussia Dortmund,VfB Stuttgart,SC Paderborn,Hertha BSC Berlin,1899 Hoffenheim,SC Freiburg,Hannover 96,1. FC Kaiserslautern,SV Sandhausen,VfL Bochum,Erzgebirge Aue,SV Darmstadt 98,FC Ingolstadt 04,FC Liverpool,Arsenal London,Newcastle United,AFC Sunderland,8,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,27.12.2014,2,3,5,2,2,6,4,4,2,4,3,3,7,2,1,4,3,3,4,4,2,3,4,3,4,4,2,3,4,3,2,4,4,2,4,4,4,3,3,28.84,27.57,43.59,19.68,25.97,54.35,41.56,29.22,29.22,39.69,28.69,31.62,78.07,14.99,6.94,42.34,26.61,31.05,49.32,26.02,24.66,28.77,26.71,44.52,34.53,27.42,38.05,31.43,28.05,40.52,37.58,27.63,34.79,39.47,27.52,33.01,33.15,28.05,38.8,0,0,0,2,0,0,1,2,1,1,1,1,2,501812.5,0,364405.5,0,60217.5,24,2509,325,231.6,Tottenham Hotspur,Manchester United,FC Southampton,Chelsea London,Aston Villa,AFC Sunderland,Hull City,Leicester City,Manchester City,FC Burnley,Queen's Park Rangers,Crystal Palace,Stoke City,West Bromwich Albion,West Ham United,Arsenal London,Newcastle United,FC Everton,FC St. Johnstone,Dundee United,FC Kilmarnock,Hamilton Academical,FC Motherwell,Partick Thistle,Inverness CT,FC Aberdeen,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
544,03.01.2015,6,2,2,2,4,4,2,3,5,3,3,4,3,4,3,6,3,1,2,3,5,3,4,3,4,3,3,6,2,2,3,4,3,6,3,1,6,2,2,70.18,18.94,10.88,21.29,26.17,52.54,38.78,28.82,32.4,48.91,26.69,24.4,29.61,28.8,41.59,80.51,13.57,5.92,24.62,27.35,48.03,40.12,27.98,31.9,37.92,29.19,32.89,44.51,27.86,27.63,39.46,28.46,32.08,66.51,21.15,12.34,61.3,24.15,14.55,1,0,1,1,2,1,2,2,1,2,0,0,1,772411.5,4,131652.9,67,2282.1,903,102.6,7287,15.8,Arsenal London,Hull City,FC Burnley,Tottenham Hotspur,Leicester City,Newcastle United,FC Everton,West Ham United,Charlton Athletic,Blackburn Rovers,Manchester City,Sheffield Wednesday,Rotherham United,AFC Bournemouth,Huddersfield Town,Reading FC,Bolton Wanderers,Wigan Athletic,FC Brentford,Brighton & Hove Albion,FC Fulham,Wolverhampton Wanderers,FC Southampton,Ipswich Town,AFC Sunderland,Leeds United,0,0,0,0,13,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
545,10.01.2015,4,4,2,5,3,2,4,3,3,6,3,1,1,3,6,2,3,5,3,3,4,4,4,2,2,3,5,3,3,4,4,3,3,4,3,3,5,3,2,49.42,29.65,20.93,64.27,21.93,13.81,42.48,28.76,28.76,77.57,15.51,6.92,22.74,27.42,49.85,42.48,29.2,28.32,42.48,29.2,28.32,45.69,27.55,26.76,27.57,28.84,43.59,44.49,29.2,26.32,43.49,30.17,26.34,50.52,27.49,21.99,45.37,28.88,25.75,2,1,1,1,0,1,0,1,1,0,0,1,0,408958,0,85881.1,9,5452.7,243,201.9,2179,28.1,Manchester United,FC Southampton,Arsenal London,Stoke City,FC Burnley,Queen's Park Rangers,Chelsea London,Newcastle United,FC Everton,Manchester City,Leicester City,Aston Villa,Swansea City,West Ham United,West Bromwich Albion,Hull City,Crystal Palace,Tottenham Hotspur,Sassuolo Calcio,Udinese Calcio,Atalanta Bergamo,AC Chievo Verona,AC Florenz,US Palermo,AS Rom,Lazio Rom,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,17.01.2015,5,3,2,2,4,4,2,4,4,3,4,3,2,3,5,1,3,6,2,2,6,6,2,2,6,2,2,2,4,4,2,2,6,3,4,3,2,4,4,53.09,25.32,21.59,29.23,28.89,41.88,21.39,27.61,51,39.06,29.14,31.8,37.11,29.58,33.31,16.3,24.56,59.14,14.66,24.5,60.84,60.3,23.44,16.26,55.02,26.95,18.03,27.07,29.19,43.74,25.89,28.29,45.82,37.24,29.08,33.68,22.28,28.78,48.94,2,2,2,2,2,2,2,1,1,0,0,2,2,550760.5,15,13436,214,308.8,2339,28.2,13889,5.9,Manchester City,Arsenal London,Newcastle United,FC Southampton,Aston Villa,FC Liverpool,FC Burnley,Crystal Palace,Leicester City,Stoke City,Queen's Park Rangers,Manchester United,Swansea City,Chelsea London,Tottenham Hotspur,AFC Sunderland,West Ham United,Hull City,FC Empoli,Inter Mailand,US Palermo,AS Rom,Lazio Rom,SSC Neapel,AC Cesena,FC Turin,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,24.01.2015,4,4,2,4,4,2,5,3,2,4,3,3,7,2,1,3,4,3,4,3,3,2,3,5,3,4,3,5,3,2,2,4,4,4,3,3,3,4,3,45.65,28.26,26.09,45.94,28.01,26.05,53.48,27.27,19.25,38.15,30.28,31.57,81.27,13.4,5.33,58.52,25.59,15.89,43.22,26.85,29.93,36.41,28.5,35.09,38.33,27.19,34.48,44.61,27.05,28.34,33.14,28.12,38.74,50.05,24.93,25.02,38.67,27.46,33.87,1,0,2,1,1,2,0,1,1,0,0,0,1,353246,0,74181.6,4,10597.3,61,694.9,529,100.1,Lazio Rom,AC Mailand,Sampdoria Genua,US Palermo,Inter Mailand,FC Turin,Hellas Verona,Atalanta Bergamo,Juventus Turin,AC Chievo Verona,FC Parma,AC Cesena,PEC Zwolle,AZ Alkmaar,FC Dordrecht,Excelsior Rotterdam,SC Heerenveen,Vitesse Arnheim,Ajax Amsterdam,Feyenoord Rotterdam,NAC Breda,Willem II Tilburg,FC Groningen,FC Utrecht,Go Ahead Eagles Deventer,ADO Den Haag,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
548,31.01.2015,4,4,2,5,3,2,3,4,3,2,3,5,2,3,5,3,4,3,3,4,3,4,3,3,3,4,3,3,4,3,6,2,2,3,4,3,4,4,2,49.48,26.54,23.98,39.34,28.57,32.09,46.95,27.03,26.02,32.96,28.3,38.74,36.42,27.77,35.81,43.03,29.54,27.43,39.63,28.73,31.64,39.69,28.61,31.7,34.51,29.5,35.99,56.97,24.79,18.24,57.83,25.86,16.31,43.94,29.02,27.04,46.78,27.89,25.33,1,0,1,2,1,2,1,1,2,1,1,1,0,585396,18,10950.8,398,176.5,3849,18.2,21317,4.1,FC Schalke 04,Hannover 96,Bayer Leverkusen,Borussia Dortmund,1. FSV Mainz 05,SC Paderborn,VfB Stuttgart,Borussia Mönchengladbach,SC Freiburg,Eintracht Frankfurt,Hamburger SV,1. FC Köln,Werder Bremen,Hertha BSC Berlin,FC Augsburg,1899 Hoffenheim,Crystal Palace,FC Everton,FC Liverpool,West Ham United,Stoke City,Queen's Park Rangers,AFC Sunderland,FC Burnley,Chelsea London,Manchester City,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,07.02.2015,1,2,7,3,4,3,3,4,3,3,3,4,5,3,2,2,4,4,2,2,6,4,4,2,2,4,4,4,3,3,4,3,3,3,4,3,2,4,4,7.44,15.79,76.77,48.71,27.03,24.26,48.86,28.11,23.03,17.52,23.02,59.46,59.96,23,17.04,40.67,29.28,30.05,21.82,25.96,52.22,50.34,25.24,24.42,32.46,28.42,39.12,33.43,30.19,36.38,49.3,27.44,23.26,41.7,28.14,30.16,24.71,27.47,47.82,2,2,0,2,1,1,1,0,1,2,0,0,0,539082,0,113207.2,5,12937.9,145,446.1,1331,60.7,VfB Stuttgart,Bayern München,1. FSV Mainz 05,Hertha BSC Berlin,1. FC Köln,SC Paderborn,SC Freiburg,Borussia Dortmund,VfL Wolfsburg,1899 Hoffenheim,Hamburger SV,Hannover 96,Werder Bremen,Bayer Leverkusen,FC Augsburg,Eintracht Frankfurt,FSV Frankfurt,1. FC Nürnberg,Eintracht Braunschweig,1. FC Kaiserslautern,Karlsruher SC,Fortuna Düsseldorf,Newcastle United,Stoke City,West Ham United,Manchester United,8,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,14.02.2015,3,3,4,5,3,2,7,2,1,5,3,2,2,3,5,2,4,4,4,3,3,4,4,2,5,3,2,6,2,2,4,3,3,3,3,4,3,3,4,42.11,27.57,30.32,49.76,25.66,24.58,87.05,9.54,3.41,55.16,26.27,18.57,35.6,28.8,35.6,39.12,28.34,32.54,44.8,28.29,26.91,51.55,26.73,21.72,59.52,25.64,14.84,53.69,27.17,19.14,45.68,28.17,26.15,29.42,28.96,41.62,28.76,28.94,42.3,2,1,1,1,1,1,2,2,2,0,1,2,2,679997.5,2,128003.3,34,2399.9,540,151.1,4798,21.2,Bayer Leverkusen,VfL Wolfsburg,1899 Hoffenheim,VfB Stuttgart,Bayern München,Hamburger SV,Borussia Mönchengladbach,1. FC Köln,Werder Bremen,FC Augsburg,Eintracht Frankfurt,FC Schalke 04,Hertha BSC Berlin,SC Freiburg,Hannover 96,SC Paderborn,RB Leipzig,FSV Frankfurt,SV Darmstadt 98,1860 München,1. FC Nürnberg,1. FC Union Berlin,Sassuolo Calcio,AC Florenz,Atalanta Bergamo,Inter Mailand,8,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,21.02.2015,3,4,3,1,2,7,4,4,2,3,4,3,3,4,3,3,4,3,2,4,4,7,2,1,4,4,2,4,4,2,2,2,6,4,4,2,5,3,2,30.63,28.89,40.48,5.23,13.55,81.22,49.46,26.21,24.33,40.22,27.82,31.96,30.47,27.41,42.12,41.48,29.42,29.1,30.66,29.02,40.32,70.83,19.44,9.73,37.54,29.73,32.73,43.31,28.92,27.77,20.89,27.48,51.63,38.58,28.7,32.72,52.96,26.21,20.83,0,2,0,1,0,0,0,1,2,1,1,2,0,525554.5,1,110366.4,25,2522.6,247,255.3,1913,41.2,FC Augsburg,Bayer Leverkusen,SC Paderborn,Bayern München,FC Schalke 04,Werder Bremen,1. FSV Mainz 05,Eintracht Frankfurt,SC Freiburg,1899 Hoffenheim,1. FC Köln,Hannover 96,Hamburger SV,Borussia Mönchengladbach,VfL Wolfsburg,Hertha BSC Berlin,Fortuna Düsseldorf,1. FC Nürnberg,1. FC Union Berlin,1. FC Heidenheim,FSV Frankfurt,1. FC Kaiserslautern,FC Southampton,FC Liverpool,Tottenham Hotspur,West Ham United,8,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,28.02.2015,3,4,3,2,2,6,4,3,3,2,2,6,6,2,2,4,4,2,4,3,3,6,2,2,3,4,3,4,3,3,3,4,3,3,3,4,6,3,1,64.29,21.92,13.79,24.78,25.61,49.61,47.8,26.6,25.6,32.71,29.26,38.03,69.93,19.48,10.59,43.81,27.67,28.52,48.44,26.39,25.17,60.45,23.29,16.26,42.76,28.62,28.62,49.25,27.41,23.34,48.12,27.75,24.13,32.26,27.91,39.83,61.53,23.37,15.1,1,2,1,1,1,0,1,1,2,1,0,1,1,571954,72,1668.1,1317,52.1,10005,6.8,44796,1.9,Borussia Dortmund,FC Schalke 04,Werder Bremen,VfL Wolfsburg,Eintracht Frankfurt,Hamburger SV,Hertha BSC Berlin,FC Augsburg,Bayer Leverkusen,SC Freiburg,Hannover 96,VfB Stuttgart,1899 Hoffenheim,1. FSV Mainz 05,Borussia Mönchengladbach,SC Paderborn,1. FC Heidenheim,Fortuna Düsseldorf,RB Leipzig,1. FC Union Berlin,FC St. Pauli,Erzgebirge Aue,FC Liverpool,Manchester City,Arsenal London,FC Everton,8,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,07.03.2015,3,4,3,1,2,7,2,3,5,4,4,2,2,4,4,2,3,5,3,3,4,2,3,5,2,4,4,2,3,5,2,3,5,3,3,4,4,4,2,15.37,22.59,62.04,7.91,16.47,75.62,27.3,27.57,45.13,42.69,27.62,29.69,36.64,28.52,34.84,35.55,28.9,35.55,39.62,28.05,32.33,19.6,24.59,55.81,41.97,29.84,28.19,33.15,30.03,36.82,26.29,28.48,45.23,36.42,29.9,33.68,58.14,25.38,16.48,0,2,1,1,2,0,1,2,2,0,0,1,0,553419.5,1,116218.1,8,8301.2,129,514.8,1160,71.5,Hamburger SV,Borussia Dortmund,Hannover 96,Bayern München,FC Augsburg,VfL Wolfsburg,FC Schalke 04,1899 Hoffenheim,SC Freiburg,Werder Bremen,1. FSV Mainz 05,Borussia Mönchengladbach,1. FC Köln,Eintracht Frankfurt,SC Paderborn,Bayer Leverkusen,1860 München,SV Sandhausen,FSV Frankfurt,SV Darmstadt 98,1. FC Union Berlin,1. FC Kaiserslautern,Udinese Calcio,FC Turin,AC Mailand,Hellas Verona,8,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,14.03.2015,1,2,7,7,2,1,5,3,2,2,2,6,5,3,2,5,3,2,5,3,2,6,2,2,2,4,4,4,4,2,3,4,3,6,3,1,5,3,2,8.92,17.5,73.58,70.25,19.41,10.34,71.81,19.6,8.59,34.32,29.62,36.06,46.59,27.92,25.49,53.93,25.69,20.38,55.75,24.57,19.68,54.86,25.28,19.86,33.94,30.61,35.45,44.96,29.21,25.83,42.35,29.57,28.08,62.11,23.66,14.23,51.34,26.54,22.12,2,1,0,0,2,1,1,1,2,2,1,0,1,585800,1,123018,44,1597.6,717,98,6491,13.5,Werder Bremen,Bayern München,VfL Wolfsburg,SC Freiburg,Borussia Dortmund,1. FC Köln,Hertha BSC Berlin,FC Schalke 04,FC Augsburg,1. FSV Mainz 05,1899 Hoffenheim,Hamburger SV,Eintracht Frankfurt,SC Paderborn,Borussia Mönchengladbach,Hannover 96,SV Sandhausen,Eintracht Braunschweig,FC Ingolstadt 04,Karlsruher SC,VfR Aalen,Erzgebirge Aue,Chelsea London,FC Southampton,Manchester United,Tottenham Hotspur,8,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
